Address,City,Postal Code,Fine Amount
50 West 67th Street,New York,10023,81516.354
870 Fifth Avenue,New York,10065,214429.41299999997
39 East 29th Street,New York,10016,170333.22900000002
610 West 110th Street,New York,10025,83004.893
167 East 61st Street,New York,10065,32236.581000000002
308 East 79th Street,New York,10075,206191.42799999999
35 East 85th Street,New York,10028,125427.14899999998
15 East 69th Street,New York,10021,1768.3979999999851
240 Park Avenue South,New York,10003,37080.278999999995
114 Greene Street,New York,10012,3285.6799999999976
45 East End Avenue,New York,10028,95341
80 East End Avenue,New York,10028,86389.80000000003
520 East 86th Street,New York,10028,106354.862
111 East 85th Street,New York,10028,149303.33599999998
1050 Park Avenue,New York,10028,130674.45499999999
888 Park Avenue,New York,10075,150701.42500000005
222 Riverside Drive,New York,10025,147203.02000000002
1075 Park Avenue,New York,10128,102663.16200000001
650 Park Avenue,New York,10065,80109.21999999999
1070 Park Avenue,New York,10128,170642.635
21 East 90th Street,New York,10128,86619.007
311 East 38th Street,New York,10016,74077.746
1016 Fifth Avenue,New York,10028,72309.75000000003
515 East 79th Street,New York,10075,90557.20000000003
345 East 86th Street,New York,10028,92151.465
245 East 93rd Street,New York,10128,414864
525 East 86th Street,New York,10028,162580.25699999998
876 Park Avenue,New York,10075,54707.77799999999
950 Park Avenue,New York,10028,29934.260000000013
935 Park Avenue,New York,10028,20418.786000000004
2 East 70th Street,New York,10021,25458.191
733 Park Avenue,New York,10021,68913.118
120 East End Avenue,New York,10028,144237.466
370 East 76th Street,New York,10021,130288.20000000003
340 East 93rd Street,New York,10128,210450.61800000002
812 Park Avenue,New York,10021,62251.03999999999
14 East 90th Street,New York,10128,107333.464
108 East 82nd Street,New York,10028,28556.941000000013
175 East 74th Street,New York,10021,20894.62000000001
1001 Fifth Avenue,New York,10028,65315.151000000005
936 Fifth Avenue,New York,10021,47509.76700000001
784 Park Avenue,New York,10021,31211.547999999973
215 West 88th Street,New York,10024,67191.61999999998
120 East 75th Street,New York,10021,38305.240000000005
70-20 108th Street,Queens,11375,44090.55600000001
17 East 89th Street,New York,10128,234547.43600000002
444 East 57th Street,New York,10022,67971.5
1 West 72nd Street,New York,10023,396741.97399999993
1067 Fifth Avenue,New York,10128,19912.399999999987
1 Sutton Place South,New York,10022,79020.60400000002
408 East 79th Street,New York,10075,49817.58200000002
860 Park Avenue,New York,10075,38096.2
993 Fifth Avenue,New York,10028,75176.88100000001
200 East 66th Street,New York,10065,306770.019
425 East 86th Street,New York,10028,78435.359
960 Park Avenue,New York,10028,63748.490000000005
40 East 80th Street,New York,10075,63671.43999999998
161 East 79th Street,New York,10075,29928.9
405 East 63rd Street,New York,10065,82057.37899999997
535 Park Avenue,New York,10065,50914.907999999996
2148 Broadway,New York,10023,149283.43700000003
27 East 65th Street,New York,10065,42282.35999999999
415 East 52nd Street,New York,10022,317874.8
169 East 69th Street,New York,10021,262425.60000000003
7 West 96th Street,New York,10025,43333.18800000001
20 East 74th Street,New York,10021,60628.165999999976
2628 Broadway,New York,10025,77299.23999999999
423 Atlantic Avenue,Brooklyn,11217,79415.234
2 Fifth Avenue,New York,10011,259355.65999999997
340 West 86th Street,New York,10024,46163
22 River Terrace,New York,10282,225166.9
25 Central Park West,New York,10026,266695.644
35-27 64th Street,Queens,11377,71298.04999999997
37-06 66th Street,Queens,11377,34845.35999999999
45-56 49th Street,Queens,10034,177560.72
47-05 48th Street,Quuens,11377,20802.15999999997
209-90 23rd Avenue,Queens,11360,463352.63699999993
143 Avenue B,New York,10009,80200.07199999999
1056 Fifth Avenue,New York,10028,143367.13599999997
241 Fifth Avenue,New York,10016,33315.280999999995
555 Kappock Street,Bronx,10463,476396.8
421 Hudson Street,New York,10014,88194.98099999999
750 Park Avenue,New York,10021,66421.857
565 Park Avenue,New York,10065,17519.763000000003
36 Bleeker Street,New York,10017,60869.83500000001
135 West 52nd Street,New York,10019,247293.114
1 Gracie Square,New York,10028,38784.424000000006
129 Lafayette Street,New York,10013,21979.35
33 East 74th Street,New York,10021,152197.066
350 East 72nd Street,New York,10021,75545.98400000001
10 Madison Square West,New York,10010,278401.34800000006
150 Charles Street,New York,10014,177991.597
42 Crosby Street,New York,10012,37096.292
1160 Park Avenue,New York,10128,98038.82200000003
61 Jane Street,New York,10014,198643.878
435 East 52nd Street,New York,10022,184806.10000000006
25 Sutton Place South,New York,10022,505879.145
325 East 79th Street,New York,10075,130331.74999999999
21 East 66th Street,New York,10065,12815.960999999994
929 Park Avenue,New York,10021,38826.433000000005
350 East 57th Street,New York,10022,71262.808
35 East 75th Street,New York,10021,186906.81799999997
959 First Avenue,New York,10022,176124.843
20 East End Avenue,New York,10028,138762.36
444 East 52nd Street,New York,10022,47557.33699999999
22 West 66th Street,New York,10023,23968.78100000001
12 Beekman Place,New York,10022,77293.344
41-18 24th Street,Queens,11101,80501.103
290 West Street,New York,10013,28061.074
27 Wooster Street,New York,10013,21453.93599999999
72 Poplar Street,Brooklyn,11201,42312.108
112 East 83rd Street,New York,10028,20651.477
560 West 24th Street,New York,10011,3925.530000000002
125 West 12th Street,New York,10011,8767.351999999999
92 Greene Street,New York,10012,34486.307
21 East 26th Street,New York,10010,31406.92
4 Sutton Place,New York,10022,34594.847
65 Maspeth Avenue,Brooklyn,11211,41915.87
2 Pierrepont Street,Brooklyn,11201,23825.602
111 Murray Street,New York,10007,195458.63099999996
565 Broome Street,New York,10013,88718.58599999997
160 Leroy Street,New York,10014,85994.031
255 East Houston Street,New York,10002,85144.87299999999
130 Jane Street,New York,10014,50071.77999999999
688 Broadway,New York,10012,38058.278000000006
34-22 35th Street,Queens,11106,22501.547999999995
25 -11 38th Avenue,Queens,11101,45217.429000000004
215 East 19th Street,New York,10003,422527.2589999999
138 East 50th Street,New York,10022,85617.022
200 East 59th Street,New York,10022,158050.85600000003
26 East 63rd Street,New York,10065,28560.693
7 Harrison Street,New York,10013,32918.03800000001
40 East End Avenue,New York,10028,80409.37999999999
225 West 86th Street,New York,10024,406339.4560000001
25 Broad Street,New York,10004,237561.96700000006
1035 Fifth Avenue,New York,10028,219164.70500000002
1019 Van Siclen Avenue,Brooklyn,11207,174814.39000000013
257 Central Park West,New York,10024,123994.21999999999
983 Park Avenue,New York,10028,130654.154
13 West 13th Street,New York,10011,81954.40000000001
40 Bleecker Street,New York,10012,81273.47899999999
111 Varick Street,New York,10013,152240.147
130 William Street,New York,10038,469701.289
244 Madison Avenue,New York,10016,81322.724
130 West 12th Street,New York,10011,3658.199999999994
45 East 66th Street,New York,10065,120075.39
111 West 57th Street,New York,10001,500074.332
148-48 88 Avenue,Jamaica,11435,40229.34599999999
148-15 Lowe Court,Jamaica,11435,23303.538000000004
3030 Middletown Rd,Bronx,10461,41139.206000000006
148-14 90th Ave,Queens,11435,22432.53799999999
549-561 41st Street,Brooklyn,11232-3165,34334.551999999996
900 Broadway,New York,10003,81307.314
10 Downing Street,New York,10014,26810.921000000002
141 East 33rd Street,New York,10016,95116.61699999998
41 Park Avenue,New York,10016,28848.457999999973
235 West 48th Street,New York,10016,8981.483999999979
322 East 63rd Street,New York,10065,28626.286000000004
360 East 65th Street,NY,10065,60933.954
167 East 82nd Street,New York,10028,1133.1709999999855
210 West 89th Street,New York,10024,8819.142999999993
252 East 61st Street,New York,10065,8281.736000000012
1080 Amsterdam Avenue,New York,10025,124912.857
400 East 57th Street,New York,10022,173757.8
400 East 58th Street,New York,10022,73442.71999999999
210 West 70th Street,New York,10023,95896.69800000002
23-01 42nd Road,New York,11101,428280.616
340 East 51st Street,New York,10022,63821.922
213 West 35th Street,New York,10001,230278.129
288 Lexington Ave.,New York,10016,93.8000000000061
166 East 35th St.,New York,10016,14414.781999999997
98 Park Terrace East,New York City,10034,5775.466999999986
90 Park Terrace East,New York,10034,17315.547000000002
13-11 Jackson Avenue,Astoria,11101,48160.27
85 8th Avem,New York,10011,115861.62599999999
59-21 Calloway Street,Queens,11368,94657.6
615 West 113th Street,New York City,10025,49913.928
8 West 13th Street,New York City,10011,10360.947000000006
64 East 94th Street,New York,100128,31238.75
5410 Netherland Ave.,Riverdale,10471,342971.928
3616 Henry Hudson Parkway,Bronx,10463,189080.69999999998
5415 Netherland Ave.,Riverdale,10471,86338.344
45 Overlook Terrace,New York City,10033,50376.763999999996
402 East 74th Street,New York City,10021,28594.796000000002
411 2nd Avenue,New York,10010,1956.400000000003
47-57 48th Avenue,Queens,11101,27238.850000000002
25 Indian Road,New York,10034,14176.663999999992
342 East 53rd Street,New York City,10022,15383.2
320 East 35th Street,New York City,10016,13105.2
3050 Fairfield Avenue,Bronx,10463,56789.2
209 Lincoln Place,Brooklyn,11218,87629.3
225 West 25th St.,New York,10001,10145.273999999987
220 Berkeley Place,Brooklyn,11217,48185.998
215 West 75th Street,New York,10023,130810.8
153 West 27th St,New York,10001,169829.925
202-214 West 85th St.,New York,10024,41254.57999999999
1825 Riverside Drive,New York,10034,14478.163999999992
130 8th Avenue,Brooklyn,11215,32819.27999999999
1100 Grand Concourse,Bronx,10456,65157.96899999999
127 West 26th Street,New York,10001,138756.33000000002
"39-17 MAIN STREET, 11354",New York,11354,1250.9570000000033
180 10th Avenue,New York,10011,184874.43999999997
65 N 6th Street,Brooklyn,11249,32750.939999999995
41 Varick Avenue,Brooklyn,11237,78175.59999999999
1806 Caton Ave,Brooklyn,11226,6231.804000000004
500 Sterling Place,Brooklyn,11238,67048.90999999999
114-134 East 122nd Street,New York,10035,13845.081000000002
1354 Bedford Ave,Brooklyn,11216,43571.105
135-20 39th Ave,Flushing,11354,128479.86999999998
575 Park Avenue,New York,10065,273326.96900000004
60 92nd Street,Brooklyn,11209,37761.736
570 Westminster Rd,Brooklyn,11230,240530
101 Avenue D,Manhattan,10009,62020.760999999984
250 East Houston St,Manhattan,10002,121166.01599999999
220 East 72nd St,Manhattan,10021,205331.61700000003
160 E 48th St,Manhattan,10017,118429.93700000005
155 Wooster Street,New York City,10012,25615.708000000006
27-20 Skillman Ave,Long Island City,11101,7611.200000000002
614 W. 56th Street,Manhattan,10019,35603.8
45-10 19th Ave,Astoria,11105,85016.29999999999
86 - 86 West 183rd St,Doylestown,10453,66012.42
2350 Creston Ave,The Bronx,10468,42513.845
4554 Park Ave Bronx NY 10458,The Bronx,10458,41975.566999999995
150 West 179th St,The Bronx,10453,2695.2759999999967
921 Washington Ave,Brooklyn,11225,21460.1
"941 Washington Ave, Brooklyn, NY 11225",Brooklyn,11225,3068.5999999999967
"946 Bushwick Ave, Brooklyn, NY 11221",Brooklyn,11221,16409.505999999994
"1075 Greene Ave, Brooklyn, NY 11221",Brooklyn,11221,7932.799999999998
2320 Bronx Park East,Bronx,10467,140049.162
1965 Broadway,Manhattan,10023,31881.414000000037
1965 Broadway- 155 West 66th St,New York,10023,266398.29799999995
140 Essex St,New York,10002,20932.408
130 Van Cortlandt Ave West,Bronx,10463,52028.85
106 Fulton Street,New York,10038,21960.053999999982
579 Fifth Avenue,New York,10017,54522.25499999999
33 Whitehall Street,New York,10004,203423.38999999996
505 Fifth Avenue,New York,10017,139156.65499999994
1212 Avenue of The Americas,New York,10036,167439.02999999997
366 Fifth Avenue,New York,10001,196437.702
10 East 40th Street,New York,10016,57737.92000000001
108 West 39th Street,New York,10018,97922.04100000001
186 Joralemon Street,Brooklyn,11201,17987.28899999999
2 West 45th Street,New York,10036,32081.609999999993
32 East 57th Street,New York,10022,95662.399
34-01 38th Avenue,Long Island City,11101,239529.68999999997
437 5th Avenue,New York,10016,35046.35999999999
44 Court Street,Brooklyn,11201,104514.305
50 Court Street,Brooklyn,11201,76777.57800000001
568 Broadway,New York,10012,169826.84299999996
15 West 37th Street,New York,10018,84845.785
186 Remsen Street,Brooklyn,11201,45325.5
748 ST MARKS AVENUE,Brooklyn,11216,12894.68599999999
350 Neptune Ave,Brooklyn,11235,64364.421
88-06 Parsons Boulevard,Jamaica,11432,15577.5
120 west 28 st,New York,10001,383.2400000000018
94-25 57th Ave,Queens,11373,284736.60000000003
470 Dean Street,Brooklyn,11217,33751.25
170 Amsterdam Avenue,New York,10023,163776.60899999997
218 Linden Boulevard,Brooklyn,11226,3979.1300000000065
609 WEST 137 STREET,New York,10031,24779.95
261 WALTON AVE,Bronx,10451,79270.38
151 W 19th Street,New York,10011,32617.208
48 W 21st Street,New York,10010,27845.200000000008
40 W 27th Street,New York,10001,27925.6
57 Herkimer Street,Brooklyn,11216,11988.577999999998
220 East 23rd Street,New York,10010,118883.79500000001
801 2nd Avenue / 793 2nd Avenue,New york,10017,63725.375
8724 MIDLAND PKWY,Jamaica,11432,8931.702999999998
100 West 94th Street / 101 West 93rd Street / 680 Columbus Avenue,New York,10025,163941.96499999997
620 West 149th Street,New York,10031,55434.728
12 East 89th Street,New York,10128,65677.28600000002
222 East 34th Street,New York,10016,538710.083
4455 Douglas Avenue,Bronx,10463,177946.97500000006
465 West 23rd Street,New York,10011,154459.25400000007
2929 Bainbridge Avenue,Bronx,10458,55866.40899999999
10 West 182nd Street,Bronx,10453,24455
105 East 63rd Street,New York,10065,20917.266
225 West 71st Street,New York,10023,35312.35
38 Fort Washington Avenue,New York,10032,13886.017999999993
46 Fort Washington Avenue,New York,10032,92727.86600000001
620 West 172nd Street,New York,10032,19925.800000000007
621 West 171st Street,New York,10032,17096.725000000013
3021 Briggs Avenue,Bronx,10458,13681.400000000003
620 West 172nd Street,New York,10032,29844.413000000022
220-5 Hillside Avenue,Queens,11427,56534.935
200 Bennett Avenue,New York,10040,44896.02999999999
1215 47 ST,BROOKLYN,11219,22967.6
150 East 52nd Street,New York,10022,198293.19999999995
755 West End Avenue,Manhattan,10025,90416.768
41 West 83rd Street,New York,10024,35098.62
1341 St. Nicholas Avenue,New York,10033,2217.699999999994
306 East Mosholu Parkway South,Bronx,10458,45566.02999999999
320 FIFTH AVE,NEW YORK,10001,66035.535
41 UNION SQUARE WEST,NEW YORK,10003,37618.825
141 W 36TH STREET,NEW YORK,10018,125083.372
21 W38TH STREET,NEW YORK,10018,34844.89099999999
BRAUSE REALTY INC,NEW YORK,10017,29410.186000000005
330 E 59TH STREET,NEW YORK,10022,5259.5
340 East 59th Street,New York,10022,65286.274
2200 85th st,Brooklyn,11214,32253.8
629 West 173rd Street,New York,10032,110166.42499999999
239-241 11th Avenue,New York,10001,243879.99999999997
48-49 35th street,Long Island City,11101,292709.60000000003
80-08 135th St,Queens,11435,206664.783
875 Dekalb Avenue,BROOKLYN,11221,16640.656000000003
867 Dekalb Avenue,BROOKLYN,11221,18034.256
111 East 167th Street,Bronx,10452,32726.753000000004
1270 Gerard Avenue,Bronx,10452,89927.40000000001
1791 Grand Concourse,Bronx,10453,32564.278000000006
2 Minerva Place,Bronx,10468,46703.28799999999
2085 Valentine Avenue,Bronx,10457,127888.394
211 Bedford Park,Bronx,10458,50713.975
215 Mt. Hope Place,Bronx,10457,35999.1
2264 Creston Avenue,Bronx,10453,40362.14
2305 University Ave,Bronx,10468,41915.20000000001
290 East Kingsbridge Road,Bronx,10458,12981.786000000002
2765 Kingsbridge Terrace,Bronx,10463,19586.512000000002
3031 Holland Avenue,Bronx,10467,44680.95999999999
3041 Holland Avenue,Bronx,10467,43716.159999999996
3371-73 Decatur Avenue,Bronx,10467,29011
984 Sheridan Avenue,Bronx,10456,76272.8
690 Gerard Avenue,Bronx,10451,92073.142
3425 Knox Place,Bronx,10467,48769.3
610 Trinity Avenue,Bronx,10455,44250.68600000001
1576 Taylor Avenue,Bronx,10460,60755.6
75 West 190th Street,Bronx,10468,51423.773
2500 University Avenue,Bronx,10468,26112.24499999999
2505 Aqueduct Avenue,Bronx,10468,50558.2
2770-2780 Kingsbridge Terrace,Bronx,10463,58866.20000000001
