Address 1,City,Postal Code,Largest Property Use Type - Gross Floor Area (ft²),Natural Gas Use (therms),Electricity Use - Grid Purchase (kWh),Green Power - Offsite (kWh),Net Emissions (Metric Tons CO2e),Avoided Emissions - Onsite and Offsite Green Power (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Latitude,Longitude
85 West Broadway,New York,10007,49709,1533.965896,1091882.5,0,338.3,0,5730.1,40.715205,-74.009476
515 West End Avenue,New York,10024,131124,1753.060536,491067.7,0,665.4,0,3287.4,40.788052,-73.978477
260 West End Avenue,New York,10023,110523,1453.845143,432045,0,480.2,0,4090.6,40.779725,-73.984524
12510 Queens Blvd,Queens,11415,419528,255192.0209,2297012.8,0,1985,0,19528.9,40.712313,-73.826231
210 West 78 Street,New York,10023,61672,973.212865,224835.5,0,292.6,0,1743.7,40.782661,-73.979306
215 West 78 Street,New York,10024,69337,828.1548342,246741.1,0,311.8,0,1576.1,40.782741,-73.97945
760 West End Avenue,New York,10025,100752,1874.527242,388643,0,551.9,0,3150.8,40.796018,-73.972638
116-11 Curzon Road,Kew Gardens,11418,64500,Not Available,373697.6,0,94.1,0,2251.7,40.704988,-73.83584
12 East 88th Street,New York,10128,102804,3386.051059,447859,0,348.2,0,1832.9,40.782557,-73.958832
550 Vanderbilt Ave,Brooklyn,11238,354374,123847.0039,3560072.6,0,1554.1,0,14516.4,40.680309,-73.967923
524 East 72nd Street,New York,10021,233223,9152.922798,5165639.8,0,2031,0,19980.5,40.766589,-73.953145
2 Stoddard Place,Brooklyn,11225,72130,46220.00281,200845.1,0,296.1,0,3538.5,40.665478,-73.955938
1268 East 14th Street,Brooklyn,11230,47878,1804.999952,998987.9,0,261.1,0,Not Available,40.618643,-73.961112
1363 FINDLAY AVE,BRONX,10456,52934,42496.37443,259532.7,0,291.1,0,6490.1,40.836795,-73.909798
1320 47th Street,Brooklyn,11219,28170,15452.00021,85584.3,0,103.6,0,1394.4,40.635752,-73.990319
202 Avenue F,Brooklyn,11218,47610,28916.00205,148570.1,0,191,0,2488,40.633299,-73.976279
747 Riverside Drive,New York,10031,58254,3623.010496,335369.7,0,103.7,0,3415.7,40.831481,-73.949305
740 Riverside Drive,New York,10031,76138,6127.38581,446536.4,0,145,0,Not Available,40.831069,-73.949421
740 - 745 Riverside Drive,New York,10031,134392,9750.396306,781906.1,0,943.4,0,3415.7,40.831069,-73.949421
29-09 137th Street,Flushing,11354,234450,141205.1081,961088.4,0,992,0,11286.9,40.77135,-73.831503
59 Maiden Lane,New York,10038,1073000,Not Available,14378404.5,0,6925.6,0,17306,40.708266,-74.008231
245 W 17th St,New York,10011,112478,17050.83236,1514458.1,0,471.8,0,1764.1,40.741034,-73.999599
249 West 17th Street,New York City,10011,60000,23803.28166,1432872.6,0,487.2,0,1381.1,40.741066,-73.999682
2918 Third Ave,Bronx,10455,30000,Not Available,221190.9,0,55.7,0,66.4,40.817016,-73.916205
4 West 31st St.,New York,10001,90633,2929.600027,706677.3,0,193.5,0,11616,40.746712,-73.986383
527 West 27th Street,New York,10001,145759,1675.218295,1119696.8,0,290.8,0,1401.1,40.750747,-74.003588
300 East 55th Street,New York,10022,236398,82427.22131,2029559.5,0,948.8,0,8261.3,40.757851,-73.965889
2833 Briggs Avenue,Bronx,10458,26471,28100.99649,73421,0,167.7,0,876.3,40.868816,-73.889384
2820 Decatur Avenue,Bronx,10458,55255,42101.38506,90706.9,0,246.5,0,5251.3,40.86696,-73.885924
2251 Sedgewick Ave,Bronx,10468,51307,8387.977133,250353.3,0,334.5,0,3309.4,40.861015,-73.910347
315 Park Avenue South,New York,10010,298082,17161.23536,4008787.8,0,1346.3,0,3947.8,40.74061,-73.986045
3450 EAST TREMONT AVENUE,BRONX,10465,38500,11768.64444,557862.6,0,203,0,592.5,40.832117,-73.82749
9407/9427 Kings Highway,Brooklyn,11212,67260,53073.00296,277021.9,0,351.6,0,Not Available,,
515 Ovington Ave.,Brooklyn,11209,72000,59287.00042,300281.9,0,390.5,0,3786.1,40.632366,-74.020889
255 EAST 18TH STREET,Brooklyn,11226,49176,45822.99785,136755.6,0,277.8,0,1758.7,40.645197,-73.962257
2815 BEVERLY ROAD,Brooklyn,11226,45164,34581.00279,230379.9,0,241.7,0,2265.1,40.645038,-73.950632
261 Lennox Road,Brooklyn,11226,123450,75834.00421,484499.6,0,524.8,0,9823.5,40.654099,-73.950946
215 Chrystie street,New York,10002,240321,128277.5079,5438079.3,0,2050.4,0,Not Available,40.722786,-73.991464
702 45th Street,Brooklyn,11220,36600,22621.99947,93401.6,0,143.7,0,1579.5,40.645022,-74.002645
107-01 Park Lane South,Richmond Hill,11418,219248,287540.9786,1319199.8,0,1859.4,0,13219.9,,
404 East 66th Street,New York,10065,122093,51605.25349,565833.2,0,668.5,0,6241.4,40.763816,-73.958385
545/ 555/ 575 Main Street,New York,10044,556913,13556.96675,6084919.2,0,1603.9,0,Not Available,,
69-17 150th Street,Queens,11367,254900,150202.7097,858322.4,0,1031.3,0,Not Available,40.731472,-73.81934
154-14 Jewel Avenue,Queens,11367,226768,121597.7769,801903.2,0,868.2,0,Not Available,40.732015,-73.814077
149-40 Melbourne Avenue,Queens,11367,156736,98248.48255,497679,0,647.1,0,8543.1,40.734323,-73.820945
117-01 Park Lane South,Richmond Hill,11418,429092,287540.9786,1319199.8,0,1859.4,0,13219.9,40.708113,-73.837069
117-01 Metropolitan Avenue,Richmond Hill,11418,209844,Not Available,Not Available,Not Available,0,Not Available,Not Available,40.707152,-73.835099
740 Broadway,NY,10003,84918,39546.19483,97172.4,0,451.8,0,Not Available,40.729884,-73.992993
740 Broadway,NY,10003,46260,47.7548448,89944.2,0,170,0,Not Available,40.729884,-73.992993
740 Broadway,"New York,",10003,250039,65272.38242,4498648.8,0,1843.6,0,Not Available,40.729884,-73.992993
740 Broadway,NY,10003,118861,27454.71013,4311532.2,0,1231.3,0,Not Available,40.729884,-73.992993
4712 Grand Ave,Queens,11378,112700,52867.99866,1290715.2,0,605.8,0,Not Available,40.716883,-73.921193
THROOP AVENUE,New York,11216,33288,1988.99994,764139.3,0,202.9,0,Not Available,,
111 West End Ave,Brooklyn,11235,45400,9271.999825,268765.8,0,116.9,0,1937.5,40.578901,-73.953262
2181 Wallace Ave,Bronx,10462,90370,59214.19318,362325,0,405.7,0,840.4,40.855865,-73.864777
41-12 41st St.,Queens,11104,93100,51549.2926,275399,0,343.1,0,5622.8,40.746846,-73.922717
2215-75 Cruger Ave,Bronx,10467,156800,113445.4458,600236.8,0,753.7,0,Not Available,40.858285,-73.86658
115 E. Mosholu Pkwy N,Bronx,10467,92000,76037.66655,409831.4,0,507.1,0,9887.2,40.877386,-73.882051
1625 East 13th Street,Booklyn,11229,75530,51308.0013,196849.7,0,322.1,0,3462.7,40.609505,-73.960304
156 Sanford St.,Brooklyn,11205,104000,557624.0065,3992352.4,0,3966.9,0,14.6,40.69405,-73.953257
151 Sanford St.,Brooklyn,11205,37500,Not Available,368839.2,0,92.9,0,14.6,40.694223,-73.953272
409 Willoughby Ave.,Brooklyn,11205,28500,6059.00022,Not Available,Not Available,32.2,Not Available,Not Available,40.693197,-73.954123
156 Sanford St.,Brooklyn,11205,38000,Not Available,Not Available,Not Available,0,Not Available,Not Available,40.69405,-73.953257
317 West 89th Street,New York,10024,60480,1040.875039,234711.7,0,380.1,0,2319.7,40.791071,-73.977032
15 Park Avenue,New York,10016,74671,2561.049052,524502.7,0,655.7,0,Not Available,40.747512,-73.981013
3555 Oxford Avenue,Bronx,10463,75132,43624.5398,245371.3,0,293.5,0,Not Available,40.886026,-73.908863
125 Cedar Street,New York,10006,53342,602.787948,195207.3,0,376.6,0,1659.1,40.70963,-74.012635
220 west 93rd street,New York,10025,125967,47033.12019,452026,0,363.6,0,3144.1,40.792475,-73.972622
160 Front Street,New York,10038,56718,42504.48774,426327.7,0,333.1,0,1550.3,40.705972,-74.005259
499 Ft. Washington Avenue,New York,10033,52516,1756.417124,205491.1,0,374.2,0,Not Available,40.851945,-73.9379
47-50 41st Street,Queens,11104,70540,58909.06844,290737.7,0,386.1,0,3928.4,40.740825,-73.923915
94-01 64th Road,Queens,11374,70551,46627.99995,246910.3,0,325.2,0,Not Available,40.72735,-73.861517
51-15 Van Kleeck Street,Queens,11373,70317,Not Available,465305,0,621.1,0,4668.1,40.736867,-73.882393
101-01 67th Drive,Queens,11375,59629,37629.99834,238722.7,0,260,0,3123.9,40.725104,-73.852329
144-67 41st Avenue,Queens,11355,180842,11625.69647,855592.6,0,1343.8,0,12737.1,40.760703,-73.82096
610 Victory Boulevard,Staten Island,10301,68730,60683.99844,210263,0,385.5,0,2586,40.627499,-74.090946
630 Victory Boulevard,Staten Island,10301,68730,50910.99792,205008.6,0,330.5,0,2151.4,40.627139,-74.09119
650 Victory Boulevard,Staten Island,10301,69003,53399.99781,232748.7,0,351.5,0,2638.4,40.626779,-74.091431
700 Victory Boulevard,Staten Island,10301,215825,Not Available,1107415.2,0,1841.6,0,17188.5,40.625527,-74.092492
129 West 29th Street,New York,10001,79900,14.6956986,312231.7,0,238.1,0,197.6,40.747085,-73.991057
299 St. Marks Place,Staten Island,10301,51160,55314.00072,249507.4,0,356.6,0,3102.3,40.642599,-74.078557
68-92 Third Street,Brooklyn,11231,73000,Not Available,684507.1,0,172.3,0,Not Available,40.677657,-73.993366
407 Greenwich Street,New York,10013,41382,38373.22062,750156.7,0,392.7,0,2045.9,40.721142,-74.009975
45-54 41st Street,Queens,11104,44600,37282.46965,167043.1,0,240.1,0,3240.6,40.742548,-73.923581
1133 Fifth Avenue,New York,10128,60192,613.0363805,481991.6,0,355.4,0,891.7,40.786909,-73.956478
312 West 23rd Street,New York,10011,48886,39663.30604,400714.7,0,311.6,0,2456.6,40.745568,-73.999163
543 West 122 Street,New York,10027,286365,41493.50034,2812096.1,0,928.4,0,Not Available,40.811154,-73.95949
385 First Avenue New York,New York,10010,150800,895.43581,1140285.4,0,717.8,0,5456.3,40.736451,-73.978732
260 Beach 81st St,Rockwy Bch,11693,96935,0,647491.9,0,163,0,4925.2,40.589094,-73.807382
114 EAST 32 STREET,New York,10016,104173,8242.577887,1836338.7,0,506.1,0,3604.9,40.745465,-73.981512
181 East 28th Street,New York,10016,63917,13017.02331,322830.7,0,150.4,0,Not Available,40.742204,-73.98139
575 4th Avenue,Brooklyn,11215,111544,25143.99956,683459.9,0,305.6,0,Not Available,40.66578,-73.992528
45 Park Avenue,Manhattan,10016,143822,38328.91239,1233877.9,0,514.2,0,5799.4,40.74878,-73.980092
236 West 27th Street,New York,10001,87993,1278.006608,681627.8,0,606.4,0,407.5,40.747239,-73.995294
245 West 29th Street,New York,10001,98240,51.56129034,626258.4,0,551.6,0,890.9,40.748417,-73.994222
39 West 19th Street,New York,10011,99614,17371.54203,1798980,0,794.4,0,1661.4,40.739666,-73.992725
45 East 20th Street,New York,10003,59694,12676.10221,345560.8,0,154.3,0,466.6,40.738851,-73.988983
38-50 W 9th St,New York,10011,73098,55604.07888,316138.8,0,374.9,0,Not Available,40.733502,-73.997499
248 Bedford Ave,Brooklyn,11249,76000,29259.00256,1744391,0,594.6,0,6639.3,40.715794,-73.959926
447 East 57th Street,New York,10022,86250,613.8763291,287766.2,0,261.5,0,1407.2,40.757864,-73.961843
225 East 57th Street,New York,10022,318469,190781.3484,1787886.4,0,1463.4,0,11835.7,40.759926,-73.966737
139 East 79th Street,New York,10075,48600,391.6281041,304580.6,0,214.5,0,3245.9,40.775105,-73.959219
95 West 95th Street,New York,10025,265686,10134.33505,1437982.7,0,1828.7,0,8258.5,40.792106,-73.967804
30-02 39th Avenue,Queens,11101,397455,149840.496,2355138.3,0,1388.8,0,13387.1,40.753036,-73.933578
311 East 75th Street,New York,10021,31211,825.532119,161115.6,0,231.8,0,1007.6,40.77054,-73.956413
8520 FT Hamilton Pkwy,Brooklyn,11209,57228,49285.00002,289202.3,0,334.6,0,1201.4,40.620807,-74.023929
27 Park Place,New York,10007,27565,Not Available,62235.8,0,15.7,0,Not Available,40.713116,-74.008931
8746 123rd St,Richmond Hill,11418,129879,68817.00034,765032.6,0,568.7,0,470.4,40.699496,-73.826928
